,GOVT_USD_USA_1m,GOVT_USD_USA_3m,GOVT_USD_USA_6m,GOVT_USD_USA_1y,GOVT_USD_USA_2y,GOVT_USD_USA_3y,GOVT_USD_USA_5y,GOVT_USD_USA_7y,GOVT_USD_USA_10y,GOVT_USD_USA_20y,GOVT_USD_USA_30y
2013-05-06,0.0001000045834613772,0.0004000600039999469,0.0007998400426538933,0.0010997800778875242,0.0022002350932009084,0.003402862109125217,0.007442593180708547,0.012073376820133378,0.018577584449691206,0.027832018634122036,0.0329676012887264
2013-05-07,0.0001000045834613772,0.0004000600039999469,0.0007998400426538933,0.0009998000633112526,0.002200331460675773,0.0035033275636606187,0.0075435971150060845,0.012279748617461604,0.018787825874083994,0.028050523831448772,0.03319646441981639
2013-05-08,0.0001000045834613772,0.0004000600039999469,0.0007998400426538933,0.0010997800778875242,0.0022002350932009084,0.003503225055126705,0.0075434632961735824,0.012175120622103505,0.018681101655131045,0.027939927378886942,0.0330808273899098
2013-05-09,0.00020001833435312477,0.0004000600039999469,0.0007998400426538933,0.0010997800778875242,0.0022002350932009084,0.003503225055126705,0.0075434632961735824,0.012175120622103505,0.018681101655131045,0.02781253866696002,0.033444171612888624
2013-05-10,0.00020001833435312477,0.0004000600039999469,0.0007998400426538933,0.0010997800778875242,0.0026006038793180944,0.0038033920937386298,0.008251789116754369,0.012994437857406092,0.01962568838550023,0.028922015421197413,0.034444589765224805
2013-05-13,0.00020001833435312477,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.0024001966419178204,0.004004509726305297,0.008352281391705494,0.0132004976218879,0.019835561216640346,0.02926899134355177,0.034807383533617654
2013-05-14,0.0001000045834613772,0.0005000937578125697,0.0008997975607296802,0.0011997301034574232,0.002600457401634634,0.004104485916026794,0.008554494834279959,0.01350941785275335,0.02026111799417232,0.029710687556256044,0.03527242081788961
2013-05-15,0.0001000045834613772,0.0004000600039999469,0.0008997975607296802,0.0011997301034574232,0.002600457401634634,0.00400405755976887,0.008453522085553314,0.013407522759055528,0.020046452734542895,0.029617458617326887,0.035171660790757606
2013-05-16,0.0,0.0003000337516876339,0.0007998400426538933,0.001199760095961564,0.0023002171119636448,0.0037036428433057447,0.007948173179295973,0.012688062907502157,0.019313822660040142,0.028853818982855814,0.03436659107052581
2013-05-17,0.0001000045834613772,0.0004000600039999469,0.0007998400426538933,0.001199760095961564,0.0026004899505059687,0.004004091049040337,0.008453564996022395,0.013407572333697715,0.02015745465933084,0.029731827110167516,0.03529150386345578
2013-05-20,0.0001000045834613772,0.0005000937578125697,0.0008997975607296802,0.0011997301034574232,0.002600457401634634,0.00400405755976887,0.008555364006453195,0.013510417725890976,0.020373295821305808,0.02995542633568207,0.03535624051898698
2013-05-21,0.0004000733414819546,0.0004000600039999469,0.0008997975607296802,0.0011997301034574232,0.002600457401634634,0.0039036452518052254,0.008454380860725492,0.013303660991103208,0.020051522115227528,0.029492473205827714,0.0348731896926915
2013-05-22,0.0004000733414819546,0.0004000600039999469,0.0007998400426538933,0.0010997800778875242,0.0026006038793180944,0.004104640428470379,0.009166302406852001,0.014232558907184114,0.020997713980265786,0.030347051919697624,0.035605235831705453
