,AUD,CAD,CHF,CNY,EUR,GBP,JPY,NOK,NZD,SEK,SGD
2009-06-26,0.8053,1.1527,1.0856,6.833,1.4056,1.6498,95.19,6.4654,0.6445,7.7879,1.4536
2009-06-29,0.8066,1.158,1.0849,6.8334,1.4058,1.6533,95.84,6.4233,0.6504,7.7293,1.4527
2009-06-30,0.8055,1.1626,1.0867,6.8302,1.402,1.6452,96.42,6.4354,0.6447,7.7282,1.448
2009-07-01,0.8105,1.1446,1.072,6.8331,1.4186,1.6524,96.41,6.3161,0.6452,7.5568,1.443
2009-07-02,0.7948,1.16,1.0836,6.8312,1.4018,1.6398,95.9,6.4055,0.6295,7.7574,1.4512
2009-07-03,0.7986,1.1625,1.0863,6.832,1.3991,1.6336,95.95,6.4122,0.6306,7.7717,1.453
2009-07-06,0.7922,1.1608,1.0877,6.8342,1.3938,1.623,95.0,6.4983,0.6301,7.8508,1.456
2009-07-07,0.7963,1.163,1.0858,6.8326,1.3965,1.6158,95.11,6.4887,0.6353,7.8957,1.458
2009-07-08,0.778,1.165,1.0923,6.8323,1.3852,1.6027,92.9,6.5769,0.6242,8.001,1.4639
2009-07-09,0.7834,1.1623,1.0773,6.8317,1.4026,1.6301,92.79,6.483,0.6303,7.846,1.4581
2009-07-10,0.7751,1.1649,1.0856,6.8325,1.3926,1.6185,92.33,6.5294,0.6259,7.9575,1.4633
2009-07-13,0.7807,1.1541,1.0842,6.8326,1.3973,1.6179,92.74,6.5014,0.631,7.898,1.4625
2009-07-14,0.7895,1.1401,1.085,6.833,1.3971,1.6294,93.03,6.4827,0.6353,7.8795,1.4594
2009-07-15,0.8041,1.1192,1.0746,6.8315,1.4116,1.6439,94.09,6.3682,0.6494,7.7686,1.4516
2009-07-16,0.8019,1.1172,1.0755,6.831,1.4115,1.6417,93.59,6.389,0.6445,7.8092,1.452
2009-07-17,0.8013,1.1168,1.0766,6.8309,1.412,1.633,94.08,6.3911,0.6432,7.8307,1.4494
2009-07-20,0.8131,1.1065,1.0688,6.8303,1.4211,1.6494,94.52,6.3265,0.6551,7.7651,1.44
2009-07-21,0.8123,1.1077,1.0677,6.83,1.4196,1.6419,93.36,6.3025,0.6545,7.6527,1.4429
2009-07-22,0.8161,1.098,1.0659,6.8305,1.422,1.6439,93.77,6.297,0.6574,7.602,1.4423
2009-07-23,0.8206,1.0867,1.0667,6.8308,1.4266,1.6562,94.75,6.2363,0.6614,7.4414,1.4388
2009-07-24,0.8162,1.0843,1.0701,6.8313,1.4213,1.6432,94.86,6.2353,0.657,7.4597,1.4395
2009-07-27,0.8212,1.0833,1.0729,6.8312,1.4212,1.6486,95.32,6.1952,0.6551,7.4307,1.4397
2009-07-28,0.8287,1.0802,1.0704,6.8308,1.4215,1.6477,94.6,6.162,0.6592,7.4328,1.4398
2009-07-29,0.8164,1.0881,1.0882,6.8314,1.4033,1.6379,95.13,6.2621,0.6541,7.5021,1.4465
2009-07-30,0.8272,1.0814,1.0894,6.8321,1.4066,1.6483,95.67,6.2274,0.6531,7.4131,1.443
2009-07-31,0.8339,1.0791,1.0668,6.8319,1.4279,1.6713,94.54,6.1147,0.6605,7.2171,1.439
2009-08-03,0.8428,1.065,1.0578,6.8308,1.4416,1.6956,95.23,6.012,0.6683,7.0895,1.4323
2009-08-04,0.8422,1.0685,1.0605,6.8302,1.44,1.6932,95.41,6.0411,0.6671,7.1522,1.4325
2009-08-05,0.8384,1.0722,1.063,6.8307,1.4391,1.6977,94.98,6.0264,0.6722,7.1521,1.434
2009-08-06,0.8397,1.076,1.0658,6.8312,1.4357,1.6774,95.56,6.0454,0.671,7.1478,1.436
2009-08-07,0.8371,1.0838,1.0826,6.8316,1.418,1.6669,97.65,6.1236,0.6724,7.1771,1.44
2009-08-10,0.8377,1.0848,1.0855,6.8341,1.4143,1.6487,97.23,6.192,0.6756,7.258,1.4422
2009-08-11,0.8296,1.0987,1.0825,6.8349,1.4141,1.6501,95.94,6.2431,0.6686,7.3336,1.4478
2009-08-12,0.8333,1.0875,1.0765,6.8349,1.4215,1.6538,96.16,6.1007,0.6725,7.1957,1.443
2009-08-13,0.8396,1.0881,1.0715,6.8336,1.4283,1.658,95.46,6.0387,0.6777,7.1441,1.4425
2009-08-14,0.8323,1.0973,1.0719,6.8341,1.4216,1.6529,94.64,6.0768,0.6776,7.1899,1.4448
2009-08-17,0.8234,1.1077,1.0787,6.8358,1.4088,1.6323,94.33,6.1835,0.6685,7.2829,1.4505
2009-08-18,0.8201,1.1097,1.0795,6.8337,1.4075,1.6418,94.72,6.1695,0.6713,7.2798,1.451
2009-08-19,0.8293,1.0968,1.063,6.834,1.4262,1.6555,93.87,6.0481,0.6748,7.1776,1.4487
2009-08-20,0.8308,1.0902,1.0659,6.8317,1.4235,1.6494,94.12,6.0287,0.6756,7.1599,1.4451
2009-08-21,0.8349,1.0799,1.0613,6.8313,1.4305,1.6503,94.6,6.0054,0.6829,7.0257,1.4392
2009-08-24,0.8407,1.074,1.0606,6.8308,1.432,1.6417,94.47,5.989,0.6884,7.0353,1.4412
2009-08-25,0.8412,1.0727,1.0575,6.8318,1.435,1.643,94.28,6.0022,0.689,7.0303,1.4408
2009-08-26,0.8273,1.0988,1.0697,6.8309,1.423,1.6235,94.25,6.0784,0.6798,7.1331,1.4459
2009-08-27,0.8355,1.0961,1.0667,6.8316,1.4272,1.6212,93.57,6.0724,0.6825,7.1411,1.4448
2009-08-28,0.8425,1.0875,1.056,6.83,1.4358,1.6331,93.55,5.9981,0.6869,7.0634,1.4381
2009-08-31,0.8439,1.0967,1.0569,6.8299,1.4354,1.6314,92.82,6.0051,0.6856,7.1105,1.4414
2009-09-01,0.8306,1.1028,1.0653,6.8295,1.4235,1.6168,93.09,6.0686,0.6794,7.247,1.444
2009-09-02,0.8323,1.106,1.0628,6.8303,1.4246,1.6269,92.43,6.0806,0.6721,7.2175,1.4428
2009-09-03,0.8406,1.1034,1.0598,6.8298,1.4278,1.6354,92.54,6.0386,0.6787,7.2209,1.4392
2009-09-04,0.8485,1.0894,1.0613,6.8293,1.4278,1.6378,92.75,6.0285,0.6862,7.1847,1.438
2009-09-07,,,,,,,,,,,
2009-09-08,0.8636,1.0762,1.0463,6.827,1.4497,1.6512,92.21,5.9166,0.6967,7.0361,1.4259
2009-09-09,0.8639,1.0783,1.0403,6.8286,1.4573,1.6557,91.85,5.886,0.6971,7.0019,1.4237
2009-09-10,0.8596,1.0811,1.0396,6.8291,1.4568,1.6649,91.86,5.9578,0.6983,7.0359,1.4265
2009-09-11,0.8649,1.0742,1.0373,6.828,1.4586,1.6695,90.3,5.915,0.7079,6.999,1.4217
2009-09-14,0.8604,1.0859,1.0359,6.8282,1.4613,1.6588,90.85,5.933,0.7,7.0006,1.4224
2009-09-15,0.8603,1.076,1.0374,6.8289,1.4617,1.6436,90.95,5.9071,0.7019,6.98,1.4218
2009-09-16,0.8724,1.0662,1.0328,6.8247,1.4698,1.6501,91.0,5.8587,0.7131,6.8865,1.4117
2009-09-17,0.8731,1.0615,1.029,6.8262,1.4735,1.6522,91.15,5.8486,0.7113,6.8629,1.4132
2009-09-18,0.8668,1.0721,1.0293,6.827,1.4704,1.6266,91.31,5.8697,0.7091,6.8657,1.4162
2009-09-21,0.8636,1.0775,1.0317,6.8287,1.4692,1.6228,91.87,5.9069,0.7074,6.9102,1.4163
2009-09-22,0.8736,1.0683,1.0237,6.8268,1.4795,1.638,91.08,5.8311,0.7219,6.8049,1.412
2009-09-23,0.8722,1.0722,1.0259,6.8254,1.4752,1.6404,91.45,5.7984,0.7228,6.844,1.4129
2009-09-24,0.8686,1.0864,1.0279,6.8263,1.4696,1.6068,91.16,5.8105,0.7203,6.8983,1.416
2009-09-25,0.8655,1.0918,1.0277,6.8273,1.4682,1.5967,89.83,5.8071,0.7168,6.9364,1.4144
2009-09-28,0.8734,1.086,1.0301,6.8265,1.465,1.591,89.34,5.8172,0.7188,6.9445,1.4162
2009-09-29,0.8701,1.0872,1.0385,6.8273,1.4553,1.5924,90.26,5.856,0.7144,7.0238,1.4186
2009-09-30,0.8824,1.0719,1.0375,6.8262,1.463,1.6004,89.49,5.7773,0.7233,6.9751,1.4087
2009-10-01,0.873,1.0773,1.0424,6.826,1.4532,1.595,89.73,5.8251,0.7168,7.0413,1.4142
2009-10-02,0.8656,1.0843,1.0345,6.826,1.459,1.5878,89.62,5.8094,0.7165,7.0376,1.4133
2009-10-05,0.8772,1.0755,1.0322,6.826,1.4647,1.5926,89.56,5.7558,0.726,7.0424,1.4105
2009-10-06,0.8912,1.057,1.0248,6.826,1.4744,1.5904,88.77,5.6758,0.7365,6.9284,1.4
2009-10-07,0.8878,1.0619,1.0333,6.826,1.4675,1.5899,88.76,5.7048,0.7329,7.0324,1.401
2009-10-08,0.9072,1.0533,1.027,6.826,1.4777,1.609,88.44,5.6444,0.7438,6.9569,1.3898
2009-10-09,0.9034,1.0425,1.0316,6.8248,1.4715,1.5896,89.69,5.6469,0.7323,7.0129,1.3927
2009-10-12,,,,,,,,,,,
2009-10-13,0.9074,1.0297,1.023,6.8264,1.4839,1.5896,89.71,5.6213,0.7354,6.9718,1.3975
2009-10-14,0.9133,1.0289,1.0172,6.8261,1.4899,1.5974,89.44,5.5627,0.7376,6.9198,1.3914
2009-10-15,0.9204,1.0304,1.0136,6.827,1.4945,1.6249,90.39,5.5588,0.7453,6.9211,1.389
2009-10-16,0.9158,1.0389,1.0188,6.8266,1.4889,1.635,90.73,5.6342,0.7396,6.9708,1.3919
2009-10-19,0.9266,1.0307,1.013,6.8266,1.4947,1.64,90.72,5.5657,0.753,6.9316,1.3891
2009-10-20,0.9209,1.0494,1.0144,6.8254,1.4905,1.638,90.83,5.611,0.7459,6.9653,1.396
2009-10-21,0.9275,1.0413,1.0064,6.8272,1.5009,1.661,91.04,5.5369,0.7564,6.8283,1.391
2009-10-22,0.9223,1.0476,1.0069,6.8287,1.5003,1.6595,91.42,5.5426,0.7541,6.85,1.3948
2009-10-23,0.9255,1.0507,1.007,6.828,1.5029,1.6351,91.88,5.5413,0.7567,6.7908,1.3929
2009-10-26,0.92,1.0618,1.0136,6.8278,1.4941,1.6351,91.96,5.5925,0.7495,6.8213,1.3947
2009-10-27,0.9163,1.0644,1.0218,6.8292,1.4821,1.6334,92.04,5.6433,0.7456,6.9552,1.3978
2009-10-28,0.9013,1.0757,1.0232,6.827,1.4763,1.6375,91.07,5.6854,0.7318,7.0426,1.4015
2009-10-29,0.9143,1.0702,1.0194,6.8269,1.4819,1.6559,91.41,5.6451,0.7321,6.9834,1.3982
2009-10-30,0.9038,1.0767,1.0238,6.8264,1.4755,1.6479,90.5,5.695,0.723,7.0508,1.398
2009-11-02,0.9083,1.0742,1.0177,6.8268,1.4828,1.641,90.56,5.6982,0.7225,6.9971,1.3965
2009-11-03,0.8985,1.0701,1.0306,6.8278,1.4658,1.6383,90.3,5.7989,0.7178,7.136,1.4018
2009-11-04,0.9087,1.0644,1.0183,6.8265,1.4836,1.6571,90.96,5.6865,0.725,7.0337,1.3958
2009-11-05,0.9083,1.0649,1.017,6.8269,1.4857,1.6565,90.45,5.6814,0.7189,7.0082,1.3956
2009-11-06,0.9164,1.0717,1.0182,6.8266,1.4835,1.6586,89.86,5.6958,0.7243,7.0057,1.3928
2009-11-09,0.9293,1.0563,1.0077,6.8261,1.4999,1.6721,89.92,5.5887,0.7414,6.8494,1.3862
2009-11-10,0.9278,1.0516,1.0092,6.8255,1.496,1.6681,89.82,5.5973,0.7409,6.8445,1.3878
2009-11-11,,,,,,,,,,,
2009-11-12,0.9248,1.0513,1.0164,6.8267,1.4865,1.6543,90.4,5.6504,0.7336,6.8911,1.3889
2009-11-13,0.9311,1.05,1.0141,6.826,1.4886,1.6657,89.55,5.617,0.7418,6.8414,1.3862
2009-11-16,0.9369,1.0458,1.0075,6.8263,1.4977,1.6795,89.28,5.5575,0.747,6.795,1.3849
2009-11-17,0.9264,1.0589,1.0192,6.826,1.483,1.6768,89.41,5.6229,0.743,6.8955,1.3877
2009-11-18,0.9302,1.0496,1.008,6.8269,1.499,1.6756,89.36,5.575,0.7465,6.8181,1.3829
2009-11-19,0.9186,1.0634,1.0149,6.8283,1.4905,1.6658,88.95,5.6377,0.731,6.8934,1.389
2009-11-20,0.9155,1.0698,1.0177,6.8277,1.487,1.6529,88.9,5.6476,0.7252,6.9339,1.388
2009-11-23,0.9247,1.055,1.0097,6.83,1.4968,1.6599,89.14,5.587,0.7342,6.8805,1.3858
2009-11-24,0.9169,1.0608,1.0116,6.8292,1.4937,1.6577,88.58,5.6379,0.7238,6.9468,1.3857
2009-11-25,0.9282,1.0499,1.0004,6.8272,1.5085,1.6671,87.65,5.576,0.7294,6.8755,1.3795
2009-11-26,,,,,,,,,,,
2009-11-27,0.9089,1.062,1.0063,6.8272,1.4963,1.6494,86.87,5.6677,0.7113,6.9699,1.387
2009-11-30,0.9143,1.057,1.005,6.8265,1.4994,1.6409,86.12,5.6928,0.7151,6.9919,1.3845
2009-12-01,0.9249,1.043,0.9984,6.827,1.51,1.6626,86.62,5.6159,0.7285,6.9053,1.3796
2009-12-02,0.9262,1.0465,1.0006,6.826,1.5059,1.6641,87.13,5.6076,0.7237,6.8723,1.3796
2009-12-03,0.9265,1.0539,0.9995,6.8269,1.5081,1.6578,88.2,5.6122,0.7233,6.8419,1.3806
2009-12-04,0.9149,1.0515,1.0136,6.8261,1.4885,1.6515,89.87,5.678,0.7169,6.9687,1.3865
2009-12-07,0.913,1.0508,1.0199,6.8288,1.482,1.6429,89.44,5.7174,0.713,7.0461,1.389
2009-12-08,0.9083,1.0599,1.0245,6.8275,1.4741,1.6302,88.41,5.7639,0.7104,7.1127,1.3926
2009-12-09,0.9077,1.055,1.0262,6.8275,1.4725,1.6242,87.83,5.7741,0.7125,7.1179,1.3899
2009-12-10,0.9163,1.0518,1.027,6.8264,1.4716,1.6257,88.2,5.7564,0.7295,7.0942,1.3892
2009-12-11,0.9112,1.0583,1.0356,6.8269,1.4601,1.6236,89.23,5.7804,0.7239,7.1362,1.3924
2009-12-14,0.9156,1.059,1.0321,6.8281,1.4645,1.6285,88.65,5.7827,0.7289,7.1005,1.3913
2009-12-15,0.9066,1.0622,1.0421,6.827,1.4514,1.6234,89.91,5.8208,0.7218,7.1829,1.3943
2009-12-16,0.9014,1.0579,1.0355,6.8279,1.4577,1.6369,89.52,5.7491,0.7223,7.1623,1.3964
2009-12-17,0.8855,1.0713,1.0491,6.8286,1.4317,1.6135,90.35,5.8899,0.7099,7.3008,1.404
2009-12-18,0.8866,1.0679,1.0452,6.828,1.4281,1.6083,90.47,5.8522,0.709,7.2923,1.4033
2009-12-21,0.8833,1.0592,1.0441,6.8284,1.4319,1.6083,90.95,5.8544,0.7088,7.2702,1.4053
2009-12-22,0.8777,1.0555,1.0486,6.8285,1.4243,1.5956,91.67,5.8823,0.7023,7.3322,1.4076
2009-12-23,0.8811,1.0476,1.038,6.8282,1.4341,1.5955,91.52,5.8238,0.7057,7.2793,1.4082
2009-12-24,0.8828,1.0485,1.0369,6.8271,1.4367,1.5941,91.69,5.8145,0.705,7.2892,1.407
2009-12-25,,,,,,,,,,,
2009-12-28,0.8875,1.043,1.0341,6.8299,1.4392,1.6001,91.57,5.7864,0.7089,7.2141,1.406
2009-12-29,0.8969,1.04,1.0365,6.8289,1.4356,1.5892,91.95,5.805,0.7198,7.201,1.4045
2009-12-30,0.8945,1.0523,1.0391,6.8244,1.4316,1.605,92.66,5.8015,0.7213,7.171,1.4048
2009-12-31,0.8979,1.0461,1.0358,6.8259,1.4332,1.6167,93.08,5.7899,0.7255,7.1532,1.4035
2010-01-01,,,,,,,,,,,
2010-01-04,0.9133,1.0377,1.0294,6.8273,1.4419,1.6109,92.55,5.7113,0.7327,7.0633,1.3971
2010-01-05,0.9143,1.0371,1.0322,6.8258,1.4402,1.6009,91.48,5.6986,0.7357,7.0919,1.3956
2010-01-06,0.9189,1.0333,1.0282,6.8272,1.4404,1.6016,92.53,5.6805,0.7355,7.0744,1.3945
2010-01-07,0.9168,1.0351,1.0341,6.828,1.4314,1.5912,93.31,5.7118,0.7325,7.1251,1.3971
2010-01-08,0.9218,1.0345,1.0296,6.8274,1.4357,1.5993,92.7,5.6868,0.7338,7.1185,1.3941
2010-01-11,0.9295,1.0317,1.0154,6.8263,1.4536,1.6146,91.9,5.6162,0.7423,7.0242,1.3878
2010-01-12,0.9242,1.0374,1.016,6.8267,1.4523,1.6181,90.95,5.6341,0.7416,7.0409,1.3884
2010-01-13,0.9225,1.0319,1.0194,6.8295,1.4492,1.6288,91.38,5.6445,0.7394,7.0453,1.3885
2010-01-14,0.9306,1.026,1.0206,6.8265,1.4478,1.632,91.03,5.6354,0.7425,7.0217,1.3879
2010-01-15,0.9234,1.0287,1.0264,6.8269,1.4376,1.624,90.79,5.6816,0.738,7.0611,1.391
2010-01-18,,,,,,,,,,,
2010-01-19,0.9232,1.0325,1.034,6.8268,1.4269,1.637,91.13,5.7059,0.7381,7.0926,1.3908
2010-01-20,0.9085,1.0477,1.0453,6.8258,1.4094,1.6287,91.23,5.7772,0.7195,7.1896,1.4006
2010-01-21,0.9053,1.0483,1.0426,6.8268,1.4106,1.6214,90.25,5.7878,0.7142,7.2175,1.401
2010-01-22,0.905,1.0561,1.04,6.827,1.4154,1.612,90.07,5.7904,0.713,7.2227,1.402
2010-01-25,0.903,1.0582,1.0403,6.8268,1.4146,1.6236,90.12,5.8156,0.7143,7.2387,1.3995
2010-01-26,0.8949,1.0669,1.0466,6.8263,1.4063,1.6109,89.63,5.8625,0.704,7.3075,1.4044
2010-01-27,0.8967,1.0657,1.0472,6.8268,1.4053,1.6204,89.41,5.8539,0.707,7.2952,1.4044
2010-01-28,0.9024,1.0584,1.0517,6.8267,1.3993,1.6242,90.08,5.8499,0.7119,7.2992,1.4025
2010-01-29,0.8873,1.0652,1.0557,6.8268,1.387,1.6009,90.38,5.9201,0.7046,7.3852,1.4055
2010-02-01,0.8877,1.0651,1.0586,6.826,1.3904,1.5924,90.8,5.8786,0.7066,7.2766,1.4122
2010-02-02,0.8843,1.0607,1.0557,6.827,1.3955,1.5968,90.39,5.8383,0.7116,7.2426,1.4092
2010-02-03,0.8818,1.0608,1.059,6.826,1.3907,1.5915,91.11,5.8601,0.7079,7.267,1.4121
2010-02-04,0.8646,1.0735,1.0655,6.828,1.3759,1.5763,89.11,5.9539,0.6873,7.3958,1.42
2010-02-05,0.8617,1.0727,1.0779,6.8275,1.3608,1.5619,89.25,6.0166,0.684,7.4777,1.4228
2010-02-08,0.8693,1.0692,1.0696,6.8265,1.3699,1.565,89.32,5.9418,0.6878,7.402,1.4214
2010-02-09,0.8772,1.069,1.0641,6.8267,1.3795,1.5679,89.45,5.9068,0.694,7.328,1.4165
2010-02-10,0.874,1.0667,1.0682,6.828,1.3722,1.5606,89.88,5.9124,0.6922,7.3148,1.4178
2010-02-11,0.8886,1.0522,1.0747,6.8328,1.364,1.5674,89.82,5.9192,0.7,7.2718,1.4129
2010-02-12,0.8839,1.0529,1.0767,6.8326,1.3625,1.5669,90.0,5.9135,0.695,7.2563,1.4115
2010-02-15,,,,,,,,,,,
2010-02-16,0.8994,1.0427,1.0681,6.8326,1.3742,1.5732,90.46,5.8521,0.7049,7.1868,1.4059
2010-02-17,0.8994,1.0455,1.0768,6.8326,1.3623,1.5704,90.79,5.8851,0.7042,7.2038,1.4063
2010-02-18,0.8971,1.045,1.0806,6.833,1.3563,1.5582,91.43,5.953,0.7016,7.2189,1.4077
2010-02-19,0.8954,1.0419,1.0824,6.829,1.3538,1.5437,91.94,5.9667,0.6959,7.2483,1.4126
2010-02-22,0.8994,1.0428,1.0773,6.8264,1.359,1.5477,91.11,5.9096,0.701,7.2035,1.4085
2010-02-23,0.8935,1.0517,1.0818,6.8267,1.3537,1.5464,90.04,5.9334,0.695,7.2477,1.4105
2010-02-24,0.8941,1.0551,1.0779,6.8269,1.3576,1.5432,90.06,5.9203,0.6935,7.2038,1.4085
2010-02-25,0.8811,1.0675,1.0858,6.8267,1.3476,1.5201,88.85,5.9843,0.6861,7.2505,1.4107
2010-02-26,0.8961,1.052,1.0711,6.8258,1.366,1.5239,88.84,5.8992,0.7,7.101,1.4049
2010-03-01,0.9001,1.0421,1.0827,6.8263,1.3516,1.4974,89.28,5.9508,0.6991,7.2029,1.4059
2010-03-02,0.9043,1.0325,1.079,6.8265,1.3564,1.494,88.95,5.945,0.6962,7.183,1.4035
2010-03-03,0.9077,1.0286,1.0652,6.8258,1.3731,1.5124,88.43,5.8582,0.6949,7.1208,1.3981
2010-03-04,0.8997,1.0307,1.078,6.8258,1.3571,1.5031,89.02,5.9384,0.6875,7.1651,1.4001
2010-03-05,0.9065,1.0284,1.0751,6.826,1.3608,1.5115,90.32,5.899,0.6952,7.1213,1.3991
2010-03-08,0.9084,1.0286,1.0744,6.8261,1.3613,1.506,90.3,5.9038,0.6988,7.1164,1.3992
2010-03-09,0.9138,1.0249,1.0765,6.8263,1.3586,1.5003,89.89,5.903,0.7027,7.1461,1.3983
2010-03-10,0.917,1.0241,1.0702,6.8259,1.3658,1.4977,90.62,5.8627,0.7079,7.1204,1.3976
2010-03-11,0.915,1.0262,1.0689,6.8266,1.3674,1.5052,90.6,5.8689,0.6996,7.1125,1.3977
2010-03-12,0.9152,1.0187,1.0599,6.8254,1.3753,1.5188,90.46,5.8342,0.7006,7.0597,1.394
2010-03-15,0.9117,1.0216,1.0635,6.8259,1.3652,1.5043,90.45,5.8733,0.6999,7.131,1.3981
2010-03-16,0.9148,1.0147,1.0556,6.8257,1.3758,1.5192,90.43,5.8227,0.7073,7.0615,1.3949
2010-03-17,0.9225,1.011,1.0551,6.8259,1.3739,1.5296,90.42,5.8176,0.716,7.072,1.393
2010-03-18,0.9201,1.0139,1.063,6.8261,1.3603,1.5247,90.46,5.8837,0.7135,7.1427,1.396
2010-03-19,0.9164,1.0153,1.0615,6.8265,1.353,1.5014,90.5,5.8902,0.7091,7.1579,1.398
2010-03-22,0.9154,1.0193,1.058,6.8266,1.3531,1.5071,90.02,5.9517,0.7054,7.2042,1.4025
2010-03-23,0.9186,1.0176,1.0561,6.8263,1.3535,1.5067,90.24,5.9315,0.7067,7.1703,1.3999
2010-03-24,0.909,1.0268,1.0692,6.8266,1.3347,1.4914,91.89,6.0249,0.7023,7.2628,1.4055
2010-03-25,0.9119,1.0188,1.0697,6.827,1.3344,1.4884,92.69,6.0594,0.7085,7.2201,1.4055
2010-03-26,0.9042,1.0283,1.0662,6.8269,1.3398,1.4906,92.56,6.0366,0.7036,7.2525,1.4033
2010-03-29,0.9152,1.0201,1.0634,6.8264,1.3465,1.4969,92.65,5.9797,0.7088,7.2511,1.3988
2010-03-30,0.9183,1.0189,1.0671,6.8258,1.3409,1.509,92.89,5.9949,0.7094,7.2712,1.3997
2010-03-31,0.9169,1.0156,1.0528,6.8258,1.3526,1.5186,93.4,5.9387,0.7098,7.2028,1.3986
2010-04-01,0.9212,1.0073,1.0559,6.8263,1.3569,1.529,93.83,5.9145,0.7079,7.1672,1.3965
2010-04-02,0.9187,1.011,1.0632,6.8255,1.3487,1.5197,94.51,5.9435,0.706,7.191,1.3985
2010-04-05,0.921,1.0025,1.0619,6.8256,1.3486,1.5284,94.28,5.9393,0.7048,7.1714,1.3971
2010-04-06,0.9254,1.0001,1.0704,6.825,1.3378,1.523,93.81,5.9827,0.701,7.2249,1.3966
2010-04-07,0.9287,1.0028,1.0716,6.8254,1.3364,1.5246,93.59,5.9648,0.7079,7.232,1.3946
2010-04-08,0.9283,1.0019,1.0723,6.824,1.336,1.5272,93.16,5.952,0.7068,7.237,1.3941
2010-04-09,0.9326,1.0055,1.0672,6.8229,1.3468,1.5371,93.28,5.9138,0.716,7.211,1.389
2010-04-12,0.9297,1.0015,1.0598,6.8252,1.3587,1.5368,93.21,5.8851,0.7134,7.1872,1.3902
2010-04-13,0.9274,1.0029,1.0573,6.8255,1.3592,1.5416,92.78,5.8777,0.7132,7.1656,1.3922
2010-04-14,0.9359,0.996,1.0512,6.8258,1.3666,1.5484,93.01,5.8451,0.7148,7.1175,1.3732
2010-04-15,0.9322,1.0013,1.0595,6.826,1.354,1.5465,93.04,5.8708,0.7107,7.1539,1.3744
2010-04-16,0.9252,1.0145,1.0624,6.8253,1.3487,1.5395,92.03,5.9032,0.7079,7.1909,1.3746
2010-04-19,0.9185,1.0199,1.065,6.8262,1.3458,1.5263,92.18,5.9309,0.707,7.1902,1.3795
2010-04-20,0.9312,0.9984,1.0673,6.8253,1.3446,1.5375,93.28,5.9022,0.7116,7.1465,1.3749
2010-04-21,0.9278,0.9983,1.0708,6.8275,1.3383,1.5397,93.24,5.9045,0.7091,7.1848,1.3723
2010-04-22,0.9246,1.0014,1.0778,6.8263,1.3298,1.5368,93.01,5.9314,0.7094,7.2422,1.3733
2010-04-23,0.9229,1.0026,1.0743,6.827,1.336,1.5363,94.18,5.8943,0.7146,7.1778,1.371
2010-04-26,0.9273,1.0009,1.0753,6.8266,1.3336,1.5466,94.06,5.8781,0.7238,7.168,1.3679
2010-04-27,0.917,1.0169,1.0837,6.8256,1.323,1.5285,93.01,5.9305,0.711,7.2664,1.3722
2010-04-28,0.922,1.0125,1.091,6.8245,1.313,1.516,94.07,5.989,0.7167,7.342,1.3763
2010-04-29,0.9277,1.0052,1.0824,6.8259,1.3243,1.5303,94.16,5.9175,0.723,7.2528,1.3683
2010-04-30,0.9306,1.0112,1.0767,6.8247,1.3302,1.5308,94.24,5.9005,0.732,7.2359,1.3701
2010-05-03,0.9255,1.0134,1.0868,6.8245,1.3183,1.5242,94.68,5.9418,0.7307,7.2807,1.3717
2010-05-04,0.9125,1.0215,1.0987,6.826,1.3037,1.5135,94.58,6.0126,0.7232,7.385,1.3783
2010-05-05,0.9095,1.0264,1.1118,6.8263,1.289,1.5134,94.3,6.035,0.7181,7.4891,1.3915
2010-05-06,0.8939,1.0437,1.1092,6.8265,1.2689,1.4889,92.22,6.1746,0.7143,7.6822,1.3975
2010-05-07,0.889,1.0423,1.1085,6.8254,1.2721,1.4739,91.67,6.2653,0.715,7.6913,1.3951
2010-05-10,0.9016,1.0245,1.1069,6.8263,1.2861,1.498,93.39,6.1278,0.7221,7.4981,1.3804
2010-05-11,0.899,1.0193,1.1059,6.8285,1.2715,1.4952,92.83,6.155,0.7208,7.5814,1.3808
2010-05-12,0.8926,1.0197,1.1101,6.827,1.2642,1.4855,92.93,6.1464,0.7134,7.5594,1.38
2010-05-13,0.8998,1.0148,1.1146,6.8278,1.2568,1.4659,92.7,6.1781,0.7176,7.602,1.3813
2010-05-14,0.8886,1.0343,1.1304,6.8263,1.239,1.4557,91.94,6.2365,0.7113,7.7468,1.3868
2010-05-17,0.8735,1.04,1.1392,6.8274,1.2299,1.4388,92.08,6.2783,0.694,7.8035,1.3932
2010-05-18,0.8727,1.0329,1.1342,6.8273,1.2358,1.4439,92.52,6.2837,0.6979,7.745,1.3883
2010-05-19,0.838,1.051,1.1564,6.8269,1.2317,1.4349,91.16,6.4329,0.6707,7.8712,1.3997
2010-05-20,0.825,1.0656,1.15,6.8277,1.237,1.4344,90.07,6.5339,0.6699,7.9583,1.41
2010-05-21,0.8302,1.0564,1.1485,6.8262,1.2575,1.4466,90.21,6.4497,0.6803,7.7984,1.408
2010-05-24,0.8324,1.0587,1.1561,6.8286,1.2406,1.4437,90.49,6.4707,0.6752,7.8262,1.4055
2010-05-25,0.8172,1.0776,1.1593,6.831,1.2279,1.4352,89.89,6.6258,0.6657,7.9904,1.4187
2010-05-26,0.8291,1.0647,1.1602,6.8292,1.2224,1.4401,90.28,6.5359,0.6664,7.9419,1.4078
