,AUD,CAD,CHF,CNY,EUR,GBP,JPY,NOK,NZD,SEK,SGD
1985-11-27,0.6876,1.3781,2.09,3.2095,,1.4738,201.05,7.638,0.5765,7.659,2.091
1985-11-28,,,,,,,,,,,
1985-11-29,0.6859,1.384,2.081,3.2095,,1.489,202.1,7.594,0.573,7.6355,2.095
1985-12-02,0.676,1.3895,2.105,3.2095,,1.4875,204.03,7.585,0.572,7.655,2.1375
1985-12-03,0.677,1.3912,2.1135,3.2095,,1.479,204.75,7.63,0.5615,7.694,2.133
1985-12-04,0.6808,1.389,2.0955,3.2095,,1.486,202.65,7.593,0.564,7.651,2.1285
1985-12-05,0.6815,1.3943,2.096,3.2095,,1.4795,203.0,7.6,0.5665,7.6525,2.1305
1985-12-06,0.681,1.3957,2.105,3.2095,,1.4785,203.4,7.609,0.5645,7.68,2.1175
1985-12-09,0.6786,1.3985,2.1165,3.2095,,1.4575,203.5,7.6515,0.565,7.699,2.124
1985-12-10,0.6785,1.398,2.1205,3.2095,,1.435,203.6,7.6975,0.563,7.723,2.128
1985-12-11,0.684,1.3922,2.129,3.2095,,1.415,203.9,7.746,0.5495,7.755,2.127
1985-12-12,0.6847,1.3893,2.1035,3.2095,,1.4395,202.05,7.672,0.5355,7.693,2.121
1985-12-13,0.6853,1.3905,2.1065,3.2095,,1.4365,202.8,7.685,0.521,7.707,2.1245
1985-12-16,0.6826,1.3936,2.113,3.2095,,1.4375,202.6,7.694,0.4795,7.716,2.1225
1985-12-17,0.6798,1.3955,2.106,3.2095,,1.437,201.95,7.662,0.501,7.682,2.116
1985-12-18,0.6796,1.3957,2.114,3.2095,,1.4195,203.15,7.703,0.5035,7.717,2.1175
1985-12-19,0.6828,1.398,2.115,3.2095,,1.421,202.97,7.702,0.504,7.7185,2.116
1985-12-20,0.6827,1.3962,2.111,3.2095,,1.425,202.7,7.69,0.496,7.7025,2.12
1985-12-23,0.68,1.3983,2.105,3.2095,,1.429,202.45,7.66,0.5,7.685,2.118
1985-12-24,0.682,1.4,2.104,3.2095,,1.427,202.75,7.66,0.502,7.68,2.118
1985-12-25,,,,,,,,,,,
1985-12-26,0.682,1.401,2.103,3.2095,,1.429,202.8,7.665,0.502,7.69,2.118
1985-12-27,0.6822,1.4,2.085,3.2095,,1.436,202.2,7.62,0.5015,7.64,2.115
1985-12-30,0.681,1.3995,2.081,3.2095,,1.439,201.05,7.595,0.5005,7.6,2.11
1985-12-31,0.6818,1.3985,2.06,3.2095,,1.445,200.25,7.58,0.5005,7.575,2.105
1986-01-01,,,,,,,,,,,
1986-01-02,0.682,1.401,2.05,3.2095,,1.4505,199.15,7.551,0.502,7.571,2.114
1986-01-03,0.681,1.4035,2.0695,3.2095,,1.438,202.53,7.58,0.5005,7.595,2.1235
1986-01-06,0.6807,1.407,2.069,3.2095,,1.4355,201.9,7.536,0.524,7.559,2.1185
1986-01-07,0.6885,1.3993,2.0735,3.2095,,1.4395,201.7,7.536,0.52,7.574,2.116
1986-01-08,0.6886,1.4015,2.086,3.2095,,1.4433,202.1,7.566,0.498,7.6225,2.1215
1986-01-09,0.6965,1.398,2.078,3.2095,,1.45,202.1,7.541,0.507,7.58,2.1215
1986-01-10,0.6956,1.3937,2.084,3.2095,,1.4545,202.35,7.581,0.505,7.6075,2.12
1986-01-13,0.6938,1.4025,2.094,3.2095,,1.442,202.7,7.61,0.503,7.645,2.129
1986-01-14,0.6911,1.403,2.09,3.2095,,1.4398,202.6,7.6015,0.5045,7.636,2.13
1986-01-15,0.6935,1.4067,2.081,3.2095,,1.442,202.5,7.599,0.5115,7.624,2.127
1986-01-16,0.7015,1.404,2.085,3.2095,,1.438,202.55,7.609,0.522,7.638,2.127
1986-01-17,0.6988,1.4007,2.093,3.2095,,1.4367,202.52,7.619,0.52,7.642,2.127
1986-01-20,,,,,,,,,,,
1986-01-21,0.7003,1.4059,2.0865,3.2095,,1.4075,202.35,7.575,0.515,7.635,2.1315
1986-01-22,0.7121,1.4048,2.08,3.2095,,1.3943,201.7,7.6,0.5185,7.6275,2.14
1986-01-23,0.7136,1.4059,2.0765,3.2095,,1.3835,202.05,7.615,0.5125,7.65,2.1365
1986-01-24,0.7115,1.4133,2.045,3.2095,,1.394,196.05,7.549,0.5225,7.5885,2.1325
1986-01-27,0.7128,1.4155,2.0345,3.2095,,1.3915,195.75,7.5075,0.5315,7.5695,2.1295
1986-01-28,0.7143,1.4206,2.0315,3.2095,,1.408,195.65,7.483,0.527,7.535,2.139
1986-01-29,0.7151,1.4156,2.023,3.2095,,1.4025,194.1,7.479,0.529,7.53,2.136
1986-01-30,0.715,1.4208,2.02,3.2095,,1.409,193.05,7.44,0.539,7.509,2.1465
1986-01-31,0.7138,1.4233,2.036,3.2095,,1.412,192.3,7.4575,0.5355,7.5325,2.1395
1986-02-03,0.7048,1.432,2.0355,3.2095,,1.386,191.55,7.48,0.5335,7.562,2.137
1986-02-04,0.6927,1.438,2.0435,3.2095,,1.377,192.05,7.5125,0.52,7.592,2.1355
1986-02-05,0.6943,1.428,2.0195,3.2159,,1.3905,190.65,7.443,0.531,7.521,2.1315
1986-02-06,0.7007,1.409,2.022,3.2159,,1.3975,190.48,7.433,0.533,7.517,2.1325
1986-02-07,0.6943,1.4068,2.0385,3.2159,,1.399,191.35,7.47,0.532,7.56,2.135
1986-02-10,0.694,1.396,2.0065,3.2159,,1.4085,188.15,7.41,0.5415,7.514,2.127
1986-02-11,0.6893,1.3985,1.982,3.2159,,1.412,187.45,7.38,0.5425,7.485,2.127
1986-02-12,0.6849,1.399,1.969,3.2159,,1.4095,186.72,7.37,0.544,7.475,2.129
1986-02-13,0.6912,1.4025,1.9455,3.2159,,1.4175,182.3,7.345,0.5342,7.45,2.1375
1986-02-14,0.7018,1.397,1.945,3.2159,,1.4183,182.0,7.335,0.536,7.4375,2.142
1986-02-17,,,,,,,,,,,
1986-02-18,0.7048,1.3963,1.939,3.2159,,1.4283,181.05,7.324,0.5408,7.431,2.146
1986-02-19,0.709,1.3922,1.908,3.2159,,1.45,179.4,7.2275,0.5395,7.34,2.155
1986-02-20,0.705,1.3895,1.92,3.2159,,1.4515,181.1,7.1975,0.5305,7.3375,2.161
1986-02-21,0.7025,1.3882,1.933,3.2159,,1.4465,182.98,7.211,0.5205,7.349,2.134
1986-02-24,0.7039,1.3878,1.902,3.2159,,1.463,182.15,7.153,0.525,7.292,2.1465
1986-02-25,0.7083,1.3925,1.8855,3.2159,,1.492,180.95,7.0275,0.5285,7.204,2.141
1986-02-26,0.7086,1.3951,1.8805,3.2159,,1.489,181.15,6.978,0.5302,7.1725,2.148
1986-02-27,0.697,1.41,1.876,3.2159,,1.4815,180.15,6.97,0.518,7.155,2.1565
1986-02-28,0.6993,1.423,1.888,3.2159,,1.446,180.55,7.0325,0.523,7.2005,
1986-03-03,0.6963,1.4245,1.88,3.2159,,1.4415,179.65,7.013,0.5215,7.19,2.154
1986-03-04,0.701,1.423,1.872,3.2159,,1.463,179.0,6.965,0.5195,7.145,2.153
1986-03-05,0.7028,1.411,1.916,3.2159,,1.451,181.45,7.2,0.5175,7.245,2.1625
1986-03-06,0.7006,1.4138,1.899,3.2159,,1.4575,179.3,7.126,0.518,7.235,2.158
1986-03-07,0.7021,1.4075,1.8965,3.2159,,1.4525,179.45,7.125,0.5205,7.22,2.1585
1986-03-10,0.7016,1.397,1.937,3.2159,,1.443,180.7,7.211,0.521,7.294,2.1645
1986-03-11,0.705,1.3995,1.922,3.2159,,1.4555,179.9,7.1675,0.525,7.255,2.1645
1986-03-12,0.704,1.398,1.933,3.2159,,1.467,180.2,7.2,0.5295,7.281,2.1625
1986-03-13,0.7045,1.3969,1.933,3.2191,,1.4593,179.9,7.215,0.529,7.2975,2.166
1986-03-14,0.7032,1.3895,1.905,3.2191,,1.461,177.15,7.138,0.528,7.225,2.16
1986-03-17,0.7083,1.3895,1.885,3.2191,,1.464,175.73,7.102,0.531,7.205,2.164
1986-03-18,0.7128,1.3885,1.8835,3.2191,,1.4767,175.0,7.11,0.529,7.205,2.1615
1986-03-19,0.71,1.389,1.895,3.2191,,1.479,177.1,7.14,0.5305,7.22,2.1675
1986-03-20,0.7131,1.397,1.8935,3.2191,,1.4875,176.37,7.12,0.5335,7.2075,2.163
1986-03-21,0.7137,1.3978,1.8725,3.2191,,1.5015,175.8,7.096,0.536,7.175,2.163
1986-03-24,0.7181,1.4007,1.9185,3.2191,,1.4875,178.9,7.19,0.533,7.265,2.1685
1986-03-25,0.721,1.4025,1.961,3.2288,,1.4618,180.2,7.315,0.534,7.385,2.1775
1986-03-26,0.7124,1.4025,1.956,3.2288,,1.475,179.8,7.28,0.533,7.35,2.173
1986-03-27,0.7121,1.397,1.947,3.2288,,1.4837,179.52,7.291,0.5345,7.35,2.172
1986-03-28,0.7125,1.3969,1.953,3.23,,1.474,179.85,7.288,0.533,7.3615,2.1735
1986-03-31,0.7116,1.397,1.956,3.2288,,1.4735,177.6,7.3,0.5352,7.37,2.1765
1986-04-01,0.722,1.3923,1.952,3.2288,,1.471,178.15,7.291,0.542,7.367,2.176
1986-04-02,0.7199,1.3925,1.981,3.2288,,1.4645,179.5,7.313,0.5535,7.415,2.182
1986-04-03,0.7153,1.393,2.001,3.2288,,1.4595,179.9,7.372,0.55,7.4575,2.184
1986-04-04,0.717,1.3903,1.992,3.2288,,1.451,180.35,7.455,0.5515,7.495,2.19
1986-04-07,0.7176,1.3863,2.013,3.2288,,1.4555,182.85,7.4275,0.5518,7.52,2.208
1986-04-08,0.72,1.384,1.9765,3.2288,,1.4605,180.05,7.29,0.5465,7.3825,2.199
1986-04-09,0.7181,1.3829,1.9565,3.2223,,1.461,180.05,7.3275,0.5502,7.3975,2.1985
1986-04-10,0.7142,1.3885,1.945,3.2223,,1.4615,178.8,7.3125,0.5485,7.38,2.1965
1986-04-11,0.716,1.391,1.924,3.2159,,1.476,178.35,7.26,0.5525,7.3225,2.181
1986-04-14,0.7168,1.4,1.935,3.2159,,1.4822,179.12,7.2325,0.5528,7.3225,2.188
1986-04-15,0.7141,1.3923,1.934,3.2159,,1.48,178.25,7.25,0.5533,7.321,2.194
1986-04-16,0.7176,1.39,1.8885,3.2159,,1.5065,176.5,7.115,0.5538,7.19,2.1725
1986-04-17,0.7161,1.3908,1.847,3.2095,,1.5285,175.15,7.025,0.5498,7.125,2.175
1986-04-18,0.7175,1.3864,1.857,3.2095,,1.518,173.8,7.0575,0.558,7.1575,2.175
1986-04-21,0.7205,1.3852,1.85,3.2095,,1.5112,172.0,7.054,0.573,7.136,2.18
1986-04-22,0.7297,1.3895,1.845,3.2031,,1.5215,170.15,7.02,0.5695,7.105,2.179
1986-04-23,0.73,1.3952,1.837,3.2031,,1.5235,169.35,7.01,0.576,7.095,2.19
1986-04-24,0.7306,1.3871,1.841,3.1999,,1.5338,169.0,6.97,0.5832,7.08,2.198
1986-04-25,0.7307,1.384,1.818,3.1999,,1.544,168.1,6.95,0.5795,7.045,2.1925
1986-04-28,0.738,1.3785,1.8085,3.1999,,1.555,167.15,6.9075,0.5845,7.0025,2.1925
1986-04-29,0.7401,1.3795,1.8205,3.1999,,1.552,167.85,6.9285,0.5837,7.03,2.191
1986-04-30,0.7407,1.3738,1.813,3.1999,,1.551,167.6,6.9575,0.5843,7.007,2.194
1986-05-01,0.7353,1.3775,1.846,3.1999,,1.5292,169.65,7.14,0.5765,7.098,2.202
1986-05-02,0.7347,1.3795,1.855,3.2031,,1.522,169.9,7.055,0.575,7.085,2.201
1986-05-05,0.7388,1.3755,1.832,3.2031,,1.541,165.62,6.933,0.5795,7.025,2.196
1986-05-06,0.7355,1.378,1.846,3.1967,,1.534,166.25,7.0,0.5813,7.1,2.204
1986-05-07,0.7375,1.38,1.8325,3.1967,,1.5415,165.1,6.95,0.5833,7.065,2.2045
1986-05-08,0.7435,1.3775,1.815,3.1967,,1.543,163.62,7.0,0.5845,7.015,2.203
1986-05-09,0.7448,1.38,1.81,3.1967,,1.5425,162.35,6.945,0.5892,7.021,2.204
1986-05-12,0.7465,1.3802,1.8045,3.1935,,1.546,161.15,7.435,0.589,7.04,2.205
1986-05-13,0.7307,1.379,1.826,3.1935,,1.5348,163.0,7.51,0.561,7.1,2.2085
1986-05-14,0.711,1.378,1.8175,3.1935,,1.5395,163.3,7.465,0.563,7.0725,2.214
1986-05-15,0.7148,1.3755,1.829,3.1935,,1.535,163.6,7.483,0.5595,7.078,2.2135
1986-05-16,0.7208,1.376,1.8415,3.1935,,1.5255,165.4,7.544,0.5505,7.11,2.213
1986-05-19,0.7262,1.377,1.8605,3.1999,,1.5177,168.15,7.573,0.556,7.125,2.228
1986-05-20,0.7232,1.3715,1.868,3.1999,,1.5182,168.6,7.5925,0.558,7.1675,2.2305
1986-05-21,0.7203,1.3665,1.8635,3.2063,,1.5165,168.77,7.611,0.555,7.191,2.227
1986-05-22,0.7138,1.364,1.891,3.2063,,1.4928,169.3,7.688,0.553,7.26,2.225
1986-05-23,0.7173,1.368,1.885,3.2095,,1.494,169.6,7.71,0.554,7.268,2.23
1986-05-26,,,,,,,,,,,
1986-05-27,0.7204,1.3747,1.881,3.2095,,1.5055,169.2,7.695,0.553,7.263,2.227
1986-05-28,0.7212,1.3755,1.8835,3.2095,,1.502,169.0,7.695,0.555,7.269,2.225
1986-05-29,0.72,1.3765,1.9088,3.2095,,1.491,171.6,7.759,0.5605,7.3175,2.227
1986-05-30,0.7148,1.3797,1.9335,3.2191,,1.4723,174.5,7.84,0.563,7.3905,2.2415
1986-06-02,0.707,1.3893,1.9295,3.2223,,1.474,174.9,7.834,0.5625,7.387,2.27
1986-06-03,0.7006,1.3928,1.881,3.2233,,1.493,171.6,7.7125,0.564,7.285,2.2205
1986-06-04,0.7003,1.393,1.886,3.2159,,1.4835,171.53,7.72,0.5595,7.301,2.234
1986-06-05,0.6922,1.393,1.8435,3.2159,,1.4955,168.9,7.64,0.555,7.24,2.228
1986-06-06,0.699,1.3967,1.841,3.2095,,1.5045,167.7,7.6,0.5605,7.192,2.23
1986-06-09,0.6967,1.3927,1.844,3.2095,,1.498,167.87,7.6225,0.56,7.211,2.23
1986-06-10,0.695,1.3898,1.829,3.2095,,1.5165,166.9,7.574,0.5635,7.179,2.224
1986-06-11,0.6885,1.3888,1.8275,3.2095,,1.527,166.35,7.564,0.5602,7.168,2.2165
1986-06-12,0.6903,1.3872,1.828,3.2025,,1.523,165.85,7.55,0.55,7.16,2.221
1986-06-13,0.6927,1.384,1.822,3.2095,,1.5235,165.25,7.554,0.544,7.168,2.218
1986-06-16,0.6951,1.386,1.816,3.2095,,1.523,165.5,7.537,0.5355,7.151,2.219
1986-06-17,0.6931,1.3908,1.853,3.2095,,1.5015,167.8,7.628,0.535,7.242,2.227
1986-06-18,0.692,1.3917,1.85,3.2127,,1.5,167.65,7.635,0.537,7.24,2.2285
1986-06-19,0.6925,1.3947,1.84,3.2127,,1.5035,166.88,7.6225,0.5315,7.2275,2.2255
1986-06-20,0.6906,1.3875,1.8475,3.2127,,1.499,167.7,7.644,0.529,7.261,2.2255
1986-06-23,0.6825,1.388,1.849,3.2127,,1.4995,167.9,7.65,0.5305,7.245,2.228
1986-06-24,0.679,1.3862,1.824,3.2095,,1.5165,166.65,7.58,0.5355,7.185,2.2195
1986-06-25,0.668,1.386,1.818,3.2095,,1.5165,166.1,7.565,0.528,7.17,2.2165
1986-06-26,0.6673,1.3945,1.8195,3.2095,,1.5195,166.1,7.575,0.5322,7.18,2.216
1986-06-27,0.6703,1.3885,1.808,3.2095,,1.529,165.45,7.53,0.5405,7.141,2.201
1986-06-30,0.6735,1.387,1.7965,3.2063,,1.532,163.8,7.5075,0.549,7.128,2.188
1986-07-01,0.6549,1.3802,1.773,3.2031,,1.5495,162.7,7.4535,0.539,7.0825,2.19
1986-07-02,0.6469,1.3785,1.784,3.2031,,1.537,163.35,7.4825,0.539,7.115,2.196
1986-07-03,0.6345,1.378,1.7672,3.2063,,1.5455,161.4,7.448,0.5305,7.085,2.187
1986-07-04,,,,,,,,,,,
1986-07-07,0.637,1.38,1.781,3.7129,,1.5342,160.7,7.46,0.535,7.095,2.184
1986-07-08,0.6239,1.3817,1.775,3.7129,,1.531,161.0,7.48,0.5285,7.105,2.1795
1986-07-09,0.632,1.3817,1.785,3.7129,,1.524,161.08,7.495,0.534,7.116,2.1865
1986-07-10,0.632,1.3779,1.7778,3.7129,,1.5155,160.5,7.495,0.5335,7.1125,2.1875
1986-07-11,0.6381,1.3782,1.79,3.7129,,1.504,161.35,7.561,0.53,7.1465,2.1965
1986-07-14,0.6419,1.3769,1.781,3.7129,,1.4805,160.25,7.648,0.5325,7.153,2.1935
1986-07-15,0.641,1.3745,1.7595,3.7129,,1.494,159.5,7.527,0.532,7.108,2.187
1986-07-16,0.6371,1.376,1.7425,3.7129,,1.514,158.4,7.4735,0.533,7.056,2.185
1986-07-17,0.6368,1.375,1.7447,3.7129,,1.515,157.35,7.457,0.534,7.05,2.1835
1986-07-18,0.6382,1.3753,1.724,3.7129,,1.5045,156.45,7.432,0.534,7.022,2.183
1986-07-21,0.6413,1.3762,1.713,3.7129,,1.499,155.05,7.42,0.5405,7.02,2.1835
1986-07-22,0.6372,1.3839,1.7285,3.7129,,1.49,156.8,7.48,0.5405,7.07,2.188
1986-07-23,0.6263,1.3898,1.727,3.7129,,1.492,157.45,7.47,0.5368,7.0575,2.192
1986-07-24,0.6126,1.3885,1.725,3.7129,,1.4935,156.7,7.487,0.5305,7.063,2.187
1986-07-25,0.6015,1.3872,1.7315,3.7129,,1.4825,157.7,7.51,0.521,7.08,2.189
1986-07-28,0.6105,1.388,1.7025,3.7129,,1.4805,155.95,7.465,0.527,7.033,2.1825
1986-07-29,0.6093,1.3875,1.6915,3.7129,,1.488,155.7,7.449,0.529,7.018,2.1795
1986-07-30,0.6104,1.3839,1.697,3.7129,,1.4895,156.1,7.448,0.518,7.01,2.1785
1986-07-31,0.5959,1.3795,1.678,3.7129,,1.4915,153.85,7.419,0.5205,6.976,2.1745
1986-08-01,0.6052,1.3807,1.6705,3.7129,,1.485,153.85,7.405,0.519,6.975,2.1745
1986-08-04,0.6014,1.382,1.678,3.7129,,1.47,154.0,7.42,0.517,6.987,2.172
1986-08-05,0.616,1.38,1.6875,3.7129,,1.485,154.95,7.39,0.5165,6.99,2.176
1986-08-06,0.62,1.3825,1.678,3.7129,,1.479,154.4,7.39,0.5193,6.97,2.174
1986-08-07,0.6106,1.3813,1.6665,3.7129,,1.4765,153.8,7.37,0.5185,6.953,2.17
1986-08-08,0.6084,1.386,1.669,3.7129,,1.473,154.15,7.381,0.5065,6.953,2.17
1986-08-11,0.6068,1.3858,1.6555,3.7129,,1.4857,153.77,7.36,0.495,6.939,2.1535
1986-08-12,0.6083,1.39,1.6785,3.7129,,1.4845,154.7,7.393,0.4955,6.9605,2.1635
1986-08-13,0.6136,1.3885,1.6708,3.7129,,1.486,154.3,7.38,0.5015,6.9485,2.1595
1986-08-14,0.6213,1.3856,1.6615,3.7129,,1.493,153.73,7.363,0.5015,6.932,2.162
1986-08-15,0.6233,1.3892,1.6635,3.7129,,1.494,154.2,7.3415,0.495,6.935,2.156
1986-08-18,0.6251,1.394,1.676,3.7129,,1.493,154.2,7.3585,0.4985,6.95,2.155
1986-08-19,0.63,1.3945,1.66,3.7129,,1.5015,153.5,7.335,0.505,6.914,2.1505
1986-08-20,0.6118,1.391,1.6475,3.7129,,1.504,153.4,7.315,0.501,6.895,2.148
1986-08-21,0.6115,1.39,1.6455,3.7129,,1.4981,153.25,7.31,0.4855,6.892,2.1485
1986-08-22,0.607,1.391,1.6505,3.7129,,1.4865,153.45,7.315,0.4875,6.899,2.148
1986-08-25,0.6052,1.394,1.6455,3.7129,,1.4778,153.84,7.318,0.4855,6.9055,2.1525
1986-08-26,0.6069,1.3957,1.652,3.7129,,1.4835,154.95,7.325,0.49,6.92,2.156
1986-08-27,0.609,1.3965,1.6455,3.7129,,1.484,154.68,7.321,0.4945,6.927,2.1585
1986-08-28,0.6085,1.3925,1.6515,3.7129,,1.4805,156.05,7.33,0.495,6.931,2.1595
1986-08-29,0.609,1.3881,1.641,3.7129,,1.488,154.55,7.3,0.4865,6.89,2.155
1986-09-01,,,,,,,,,,,
1986-09-02,0.6093,1.3862,1.639,3.7129,,1.4892,154.25,7.294,0.4873,6.885,2.1515
1986-09-03,0.6124,1.3867,1.636,3.7129,,1.4995,154.7,7.283,0.488,6.876,2.158
1986-09-04,0.6162,1.3879,1.643,3.7129,,1.504,154.9,7.28,0.4815,6.877,2.1565
1986-09-05,0.6161,1.3862,1.6645,3.7129,,1.495,155.4,7.32,0.4785,6.911,2.162
1986-09-08,0.6155,1.385,1.6898,3.7129,,1.4865,156.15,7.374,0.4785,6.9625,2.173
1986-09-09,0.6131,1.3815,1.675,3.7129,,1.484,155.7,7.356,0.4745,6.9405,2.174
1986-09-10,0.6075,1.3871,1.6745,3.7129,,1.4815,154.8,7.364,0.4695,6.946,2.1745
1986-09-11,0.6175,1.3885,1.6995,3.7129,,1.4695,156.4,7.431,0.4755,7.011,2.18
1986-09-12,0.6196,1.3865,1.671,3.7129,,1.476,155.35,7.36,0.481,6.95,2.17
1986-09-15,0.626,1.386,1.658,3.7129,,1.4808,155.18,7.329,0.4775,6.93,2.164
1986-09-16,0.6247,1.3874,1.6575,3.7129,,1.4755,156.35,7.335,0.4768,6.931,2.168
1986-09-17,0.6233,1.3907,1.64,3.7129,,1.475,154.8,7.291,0.4755,6.881,2.1675
1986-09-18,0.6253,1.3865,1.6105,3.7129,,1.472,153.65,7.237,0.474,6.825,2.1565
1986-09-19,0.6283,1.388,1.604,3.7129,,1.4755,152.0,7.235,0.4735,6.829,2.163
1986-09-22,0.6306,1.387,1.639,3.7129,,1.456,153.6,7.351,0.4745,6.914,2.171
1986-09-23,0.6325,1.3875,1.661,3.7129,,1.4487,154.66,7.399,0.481,6.956,2.173
1986-09-24,0.6305,1.388,1.658,3.7129,,1.4465,154.57,7.395,0.4805,6.946,2.1755
1986-09-25,0.6306,1.3896,1.659,3.724,,1.4345,154.55,7.4065,0.4782,6.95,2.173
1986-09-26,0.6292,1.3888,1.661,3.724,,1.4365,154.35,7.426,0.484,6.95,2.173
1986-09-29,0.6275,1.3884,1.641,3.724,,1.433,153.65,7.375,0.4915,6.921,2.1725
1986-09-30,0.6279,1.3888,1.647,3.724,,1.4468,154.35,7.36,0.4882,6.91,2.172
1986-10-01,0.6308,1.388,1.6405,3.724,,1.444,154.15,7.385,0.4882,6.907,2.172
1986-10-02,0.631,1.388,1.6265,3.724,,1.434,153.92,7.351,0.5025,6.879,2.1705
1986-10-03,0.6343,1.3865,1.6205,3.724,,1.4425,154.17,7.36,0.5053,6.855,2.1705
1986-10-06,0.6351,1.3855,1.6195,3.724,,1.4385,154.06,7.32,0.506,6.84,2.1695
1986-10-07,0.6345,1.387,1.6295,3.724,,1.432,154.07,7.34,0.5043,6.86,2.1695
1986-10-08,0.6365,1.3863,1.628,3.724,,1.4202,154.35,7.345,0.5015,6.865,2.17
1986-10-09,0.6385,1.387,1.631,3.724,,1.4215,154.95,7.36,0.511,6.883,2.1735
1986-10-10,0.6385,1.387,1.6185,3.724,,1.4335,154.45,7.31,0.5105,6.8325,2.1735
1986-10-13,,,,,,,,,,,
1986-10-14,0.6357,1.3887,1.6155,3.724,,1.437,153.97,7.274,0.503,6.8155,2.172
1986-10-15,0.6409,1.3893,1.615,3.724,,1.4395,154.2,7.274,0.501,6.816,2.1725
1986-10-16,0.64,1.3893,1.619,3.724,,1.4375,154.2,7.284,0.5015,6.82,2.1725
1986-10-17,0.6378,1.3903,1.621,3.724,,1.4315,154.23,7.295,0.497,6.827,2.1735
1986-10-20,0.637,1.3917,1.6313,3.724,,1.4298,154.75,7.312,0.5015,6.8525,2.1755
1986-10-21,0.637,1.391,1.6298,3.724,,1.436,155.16,7.318,0.5005,6.852,2.1765
1986-10-22,0.6377,1.3904,1.631,3.724,,1.431,155.8,7.31,0.506,6.852,2.179
1986-10-23,0.6467,1.3887,1.6432,3.724,,1.424,158.13,7.349,0.5065,6.88,2.185
1986-10-24,0.6415,1.3881,1.6735,3.724,,1.4125,161.35,7.43,0.508,6.957,2.189
1986-10-27,0.6412,1.3878,1.693,3.7314,,1.4065,160.7,7.46,0.507,6.998,2.1845
1986-10-28,0.6431,1.3884,1.6765,3.7314,,1.4155,160.1,7.421,0.5065,6.957,2.1845
1986-10-29,0.6425,1.3886,1.676,3.7314,,1.4115,160.5,7.424,0.506,6.965,2.185
1986-10-30,0.6418,1.3884,1.7035,3.7314,,1.3973,161.78,7.502,0.5055,7.031,2.19
1986-10-31,0.6408,1.3905,1.711,3.7314,,1.4055,163.4,7.519,0.507,7.038,2.2
1986-11-03,0.6402,1.3913,1.7182,3.7314,,1.4113,164.0,7.531,0.5045,7.043,2.1995
1986-11-04,0.6413,1.3905,1.716,3.7314,,1.4148,163.92,7.526,0.503,7.027,2.1955
1986-11-05,0.6428,1.3885,1.726,3.7314,,1.423,164.5,7.54,0.5043,7.038,2.196
1986-11-06,0.6421,1.3876,1.7195,3.7314,,1.431,163.3,7.522,0.507,7.033,2.195
1986-11-07,0.6438,1.3885,1.72,3.7314,,1.4258,163.2,7.535,0.5118,7.03,2.193
1986-11-10,0.646,1.3879,1.699,3.7314,,1.4354,162.85,7.5,0.517,6.99,2.189
1986-11-11,,,,,,,,,,,
1986-11-12,0.6451,1.3858,1.6795,3.7314,,1.4265,160.62,7.48,0.518,6.9525,2.189
1986-11-13,0.645,1.3844,1.669,3.7314,,1.4245,160.9,7.505,0.5165,6.9375,2.1905
1986-11-14,0.6453,1.3843,1.6615,3.7314,,1.4303,161.45,7.4825,0.5165,6.925,2.194
1986-11-17,0.6415,1.3852,1.675,3.7314,,1.428,162.82,7.513,0.5135,6.945,2.194
1986-11-18,0.6428,1.3832,1.675,3.7314,,1.4225,162.8,7.522,0.5145,6.949,2.1945
1986-11-19,0.6441,1.3836,1.671,3.7314,,1.418,162.4,7.565,0.5168,6.947,2.1855
1986-11-20,0.6436,1.3852,1.67,3.7314,,1.4107,162.75,7.582,0.5185,6.953,2.1885
1986-11-21,0.6442,1.387,1.6925,3.7314,,1.423,164.05,7.6325,0.5178,6.971,2.192
1986-11-24,0.6452,1.3859,1.69,3.7314,,1.4165,164.18,7.635,0.5175,6.979,2.1965
1986-11-25,0.6475,1.3858,1.6595,3.7314,,1.4222,162.55,7.58,0.52,6.91,2.189
1986-11-26,0.6505,1.3853,1.66,3.7314,,1.4315,162.95,7.56,0.5208,6.9225,2.183
1986-11-27,,,,,,,,,,,
1986-11-28,0.6504,1.384,1.643,3.7314,,1.4335,162.05,7.511,0.5108,6.8775,2.1955
1986-12-01,0.65,1.3825,1.638,3.7314,,1.4375,162.25,7.489,0.4978,6.866,2.1905
1986-12-02,0.6493,1.3828,1.6445,3.7314,,1.4343,162.0,7.5085,0.498,6.89,2.1905
1986-12-03,0.6515,1.3836,1.6415,3.7314,,1.432,162.26,7.4885,0.5075,6.88,2.19
1986-12-04,0.654,1.3813,1.663,3.7314,,1.429,162.77,7.568,0.5062,6.923,2.193
1986-12-05,0.6535,1.3792,1.6725,3.7314,,1.4285,162.42,7.572,0.5045,6.933,2.193
1986-12-08,0.653,1.3775,1.6795,3.7314,,1.4195,162.4,7.561,0.5015,6.953,2.193
1986-12-09,0.6511,1.3775,1.691,3.7314,,1.4235,162.6,7.561,0.4974,6.9705,2.194
1986-12-10,0.6527,1.3793,1.6825,3.7314,,1.4252,162.75,7.555,0.503,6.957,2.191
1986-12-11,0.6582,1.3809,1.688,3.7314,,1.423,162.7,7.6,0.5065,6.9745,2.1935
